Wall time,Step,Value
1461441675.563704,499,0.8199999928474426
1461441676.814997,500,0.9399999976158142
1461441679.777412,503,0.8899999856948853
1461441680.905418,504,0.9399999976158142
1461441683.274472,506,0.9399999976158142
1461441686.533215,509,0.9200000166893005
1461441689.473376,512,0.9200000166893005
1461441690.648163,513,0.8899999856948853
1461441691.580139,514,0.9200000166893005
1461441694.597474,517,0.9700000286102295
1461441695.571934,518,0.9300000071525574
1461441696.582966,519,0.9399999976158142
1461441698.079236,520,0.9399999976158142
1461441699.182167,521,0.9300000071525574
1461441700.240311,522,0.8700000047683716
1461441701.197334,523,0.8600000143051147
1461441702.153669,524,0.949999988079071
1461441703.083359,525,0.8899999856948853
1461441707.870792,530,0.8799999952316284
1461441708.780168,531,0.9599999785423279
1461441711.650366,534,0.9200000166893005
1461441713.697969,536,0.949999988079071
1461441716.721277,539,0.9800000190734863
1461441718.879516,541,0.949999988079071
1461441720.833617,543,0.9100000262260437
1461441723.698969,546,0.9399999976158142
1461441725.570182,548,1.0
1461441726.478095,549,0.9399999976158142
1461441727.517684,550,0.949999988079071
1461441728.453788,551,0.9700000286102295
1461441729.371749,552,0.9300000071525574
1461441730.317154,553,0.9399999976158142
1461441733.065428,556,0.9100000262260437
1461441734.9772,558,0.9200000166893005
1461441735.914417,559,0.9300000071525574
1461441739.00962,562,0.9300000071525574
1461441739.92841,563,0.9700000286102295
1461441742.682509,566,0.9399999976158142
1461441747.318729,571,0.9300000071525574
1461441749.241345,573,0.9399999976158142
1461441752.002304,576,0.9900000095367432
1461441752.922598,577,0.949999988079071
1461441754.772774,579,0.9399999976158142
1461441756.040265,580,0.8399999737739563
1461441756.950208,581,0.9599999785423279
1461441760.631316,585,0.9100000262260437
1461441761.582596,586,0.9100000262260437
1461441763.447521,588,0.8999999761581421
1461441766.257169,591,0.9100000262260437
1461441767.183559,592,0.9100000262260437
1461441769.031869,594,0.9200000166893005
1461441771.836291,597,0.9399999976158142
1461441772.757567,598,0.8999999761581421
1461441773.66666,599,0.9200000166893005
1461441775.842984,601,0.949999988079071
1461441776.80483,602,0.949999988079071
1461441778.665074,604,0.8999999761581421
1461441779.589048,605,0.9300000071525574
1461441780.524867,606,0.949999988079071
1461441781.453504,607,0.8999999761581421
1461441785.214707,611,0.949999988079071
1461441786.134215,612,0.8899999856948853
1461441787.991924,614,0.9200000166893005
1461441788.946115,615,0.8600000143051147
1461441799.913176,622,0.9300000071525574
1461441806.130511,627,0.8899999856948853
1461441807.45735,628,0.9700000286102295
1461441810.160248,630,0.949999988079071
1461441815.996954,635,0.949999988079071
1461441818.230854,637,0.9200000166893005
1461441820.163274,639,0.9100000262260437
1461441823.13483,641,0.9300000071525574
1461441825.148871,643,0.8999999761581421
1461441826.851662,644,0.9100000262260437
1461441830.281666,647,0.8999999761581421
1461441832.386651,649,0.9399999976158142
1461441834.302154,651,0.9599999785423279
1461441837.174938,654,0.949999988079071
1461441838.129463,655,0.9200000166893005
1461441840.005974,657,0.9700000286102295
1461441841.981561,659,0.9599999785423279
1461441843.214467,660,0.9100000262260437
1461441845.287199,662,0.9599999785423279
1461441846.478666,663,0.9599999785423279
1461441847.633646,664,0.9200000166893005
1461441849.535476,666,0.8999999761581421
1461441851.400285,668,0.9300000071525574
1461441852.36043,669,0.949999988079071
1461441853.319989,670,0.9399999976158142
1461441854.260246,671,0.9200000166893005
1461441860.0526,676,0.8999999761581421
1461441863.259455,679,0.8799999952316284
1461441866.996817,682,0.9300000071525574
1461441868.861364,684,0.8999999761581421
1461441869.813691,685,0.949999988079071
1461441871.818981,687,0.9700000286102295
1461441873.699222,689,0.9599999785423279
1461441874.640142,690,0.9300000071525574
1461441875.617938,691,0.9300000071525574
1461441878.531121,694,0.9100000262260437
1461441879.461886,695,0.8999999761581421
1461441880.40634,696,0.9300000071525574
1461441881.366675,697,0.9200000166893005
1461441882.326902,698,0.9900000095367432
1461441884.557931,700,0.9800000190734863
1461441888.456499,704,0.8999999761581421
1461441889.409853,705,0.9399999976158142
1461441891.331678,707,0.9399999976158142
1461441892.281872,708,0.9200000166893005
1461441893.221865,709,0.949999988079071
1461441894.142664,710,0.949999988079071
1461441897.87139,714,0.949999988079071
1461441900.861505,717,0.9200000166893005
1461441905.27088,721,0.9100000262260437
1461441907.106121,723,0.9100000262260437
1461441908.06339,724,0.8799999952316284
1461441908.995481,725,0.949999988079071
1461441909.922106,726,0.9200000166893005
1461441910.835169,727,0.949999988079071
1461441912.703495,729,0.9200000166893005
1461441914.584882,731,0.9300000071525574
1461441916.454422,733,0.9200000166893005
1461441917.389687,734,0.8899999856948853
1461441920.219986,737,0.9300000071525574
1461441921.154424,738,0.9399999976158142
1461441923.29035,740,0.9200000166893005
1461441924.204757,741,0.9300000071525574
1461441925.143247,742,0.9300000071525574
1461441926.999284,744,0.949999988079071
1461441927.919639,745,0.9300000071525574
1461441928.863349,746,0.949999988079071
1461441933.508621,751,0.9100000262260437
1461441936.283134,754,0.949999988079071
1461441938.174324,756,0.9399999976158142
1461441940.051989,758,0.9599999785423279
1461441942.197261,760,0.9200000166893005
1461441944.375619,762,0.9200000166893005
1461441946.641404,764,0.9599999785423279
1461441950.072678,767,0.9700000286102295
1461441951.340132,768,0.8999999761581421
1461441953.975083,770,0.949999988079071
1461441956.347959,772,0.8899999856948853
1461441961.907029,777,0.9100000262260437
1461441967.024496,782,0.9200000166893005
1461441969.846246,785,0.9300000071525574
1461441973.56838,789,0.9200000166893005
1461441974.54156,790,0.9200000166893005
1461441977.406046,793,0.9900000095367432
1461441982.8174,798,0.9399999976158142
1461441983.809634,799,0.949999988079071
1461441988.283345,803,0.9399999976158142
1461441989.319573,804,0.9900000095367432
1461441994.401492,809,0.9100000262260437
1461441995.437815,810,0.9200000166893005
1461441999.443816,814,0.9900000095367432
1461442000.394652,815,0.9599999785423279
1461442004.155882,819,0.9800000190734863
1461442006.775936,821,0.9800000190734863
1461442008.053177,822,0.949999988079071
1461442009.42727,823,0.949999988079071
1461442012.810661,826,0.9599999785423279
1461442013.815883,827,0.8999999761581421
1461442015.067076,828,0.8899999856948853
1461442016.062088,829,0.9200000166893005
1461442017.995047,831,0.9200000166893005
1461442020.000565,833,0.9700000286102295
1461442022.306161,835,0.9700000286102295
1461442023.611884,836,0.9100000262260437
1461442029.285942,841,0.9399999976158142
1461442031.197835,843,0.9200000166893005
1461442034.028616,846,0.949999988079071
1461442035.901011,848,0.9599999785423279
1461442036.853581,849,0.9200000166893005
1461442037.791574,850,0.9599999785423279
1461442040.633308,853,0.9700000286102295
1461442041.561057,854,0.9700000286102295
1461442042.464381,855,0.9800000190734863
1461442043.438743,856,0.9200000166893005
1461442045.290027,858,0.9200000166893005
1461442046.318772,859,0.9599999785423279
1461442047.642395,860,0.9900000095367432
1461442051.051247,863,0.9300000071525574
1461442053.113552,865,0.9300000071525574
1461442054.115583,866,0.9300000071525574
1461442055.166078,867,0.9700000286102295
1461442056.145257,868,0.949999988079071
1461442057.139617,869,0.9599999785423279
1461442058.13091,870,0.8700000047683716
1461442059.13637,871,0.949999988079071
1461442061.145719,873,0.9800000190734863
1461442062.08274,874,0.9300000071525574
1461442063.994926,876,0.949999988079071
1461442064.905875,877,0.9300000071525574
1461442065.825976,878,0.9700000286102295
1461442067.992125,880,0.9599999785423279
1461442070.910873,883,0.9700000286102295
1461442071.941849,884,0.9599999785423279
1461442074.102665,886,0.949999988079071
1461442076.229677,888,0.9100000262260437
1461442078.273893,890,0.949999988079071
1461442079.301152,891,0.949999988079071
1461442083.117663,895,0.9599999785423279
1461442086.787798,899,0.9599999785423279
1461442088.009266,900,0.9399999976158142
1461442088.96852,901,0.9100000262260437
1461442089.906342,902,0.8999999761581421
1461442091.815636,904,0.9200000166893005
1461442100.220734,913,0.9599999785423279
1461442101.15977,914,0.949999988079071
1461442103.958074,917,0.949999988079071
1461442105.859247,919,0.949999988079071
1461442107.236084,920,0.9800000190734863
1461442108.189995,921,0.9599999785423279
1461442109.145641,922,0.949999988079071
1461442110.090558,923,0.9100000262260437
1461442113.889267,927,0.949999988079071
1461442115.85742,929,0.9399999976158142
1461442116.82475,930,0.9700000286102295
1461442117.750155,931,0.9800000190734863
1461442118.71185,932,0.9399999976158142
1461442120.633451,934,0.9300000071525574
1461442122.517328,936,0.9200000166893005
1461442126.57665,940,0.9399999976158142
1461442128.420207,942,0.9900000095367432
1461442131.241357,945,0.949999988079071
1461442132.165718,946,0.9399999976158142
1461442133.09093,947,0.9200000166893005
1461442136.890494,951,0.949999988079071
1461442140.583701,955,0.9200000166893005
1461442146.595257,961,0.9700000286102295
1461442147.519785,962,0.949999988079071
1461442148.421228,963,0.9399999976158142
1461442150.328899,965,0.949999988079071
1461442152.195724,967,0.949999988079071
1461442154.996428,970,0.9900000095367432
1461442158.728551,974,0.9800000190734863
1461442160.566036,976,0.9599999785423279
1461442161.531333,977,0.9399999976158142
1461442162.485988,978,1.0
1461442163.416843,979,0.9599999785423279
1461442166.569304,982,0.949999988079071
1461442167.506753,983,0.9200000166893005
1461442168.424524,984,0.949999988079071
1461442171.197094,987,0.9700000286102295
1461442174.010018,990,0.9800000190734863
1461442174.970743,991,0.9300000071525574
1461442177.808725,994,0.9399999976158142
1461442178.717151,995,0.9399999976158142
1461442186.466464,1003,0.949999988079071
1461442187.398613,1004,0.9599999785423279
1461442188.318637,1005,0.949999988079071
1461442189.230615,1006,0.949999988079071
1461442191.12451,1008,0.9599999785423279
1461442192.971222,1010,0.9800000190734863
1461442193.912884,1011,0.8999999761581421
1461442194.87446,1012,0.949999988079071
1461442204.520148,1022,0.9200000166893005
1461442207.297085,1025,0.949999988079071
1461442208.472649,1026,0.9900000095367432
1461442215.16368,1032,0.9300000071525574
1461442216.140037,1033,0.9399999976158142
1461442219.004335,1036,0.9300000071525574
1461442219.975144,1037,0.9900000095367432
1461442223.165935,1040,0.9100000262260437
1461442224.106086,1041,0.9399999976158142
1461442225.985121,1043,0.9700000286102295
1461442227.895483,1045,0.9399999976158142
1461442228.970009,1046,0.9200000166893005
1461442233.780262,1051,0.9700000286102295
1461442234.74346,1052,0.9900000095367432
1461442235.673597,1053,0.9599999785423279
1461442236.57439,1054,0.9800000190734863
1461442237.535931,1055,0.9700000286102295
1461442238.512865,1056,0.9599999785423279
1461442239.454351,1057,0.9800000190734863
1461442240.434214,1058,0.949999988079071
1461442242.66549,1060,0.949999988079071
1461442244.514311,1062,0.9700000286102295
1461442245.456242,1063,0.9300000071525574
1461442246.374985,1064,0.949999988079071
1461442247.308888,1065,0.9700000286102295
1461442251.117956,1069,0.9599999785423279
1461442252.066955,1070,0.9599999785423279
1461442253.009059,1071,0.949999988079071
1461442253.959322,1072,0.9599999785423279
1461442254.903428,1073,0.949999988079071
1461442256.736681,1075,0.949999988079071
1461442262.741202,1081,0.9399999976158142
1461442265.547412,1084,0.949999988079071
1461442266.504056,1085,0.9700000286102295
1461442267.440634,1086,0.9599999785423279
1461442268.376829,1087,0.9300000071525574
1461442269.3172,1088,0.9599999785423279
1461442271.219133,1090,0.9399999976158142
1461442276.856666,1096,0.9300000071525574
1461442278.67256,1098,0.9100000262260437
1461442279.619088,1099,0.949999988079071
1461442283.80691,1103,0.9700000286102295
1461442286.66746,1106,0.9700000286102295
1461442288.505387,1108,0.9200000166893005
1461442289.480359,1109,0.9900000095367432
1461442294.177541,1114,0.9599999785423279
1461442295.102566,1115,0.9700000286102295
1461442296.015076,1116,0.9300000071525574
1461442297.912746,1118,0.9399999976158142
1461442298.907746,1119,0.9700000286102295
1461442301.076447,1121,0.9300000071525574
1461442302.924779,1123,0.949999988079071
1461442308.550283,1129,0.9599999785423279
1461442310.407734,1131,0.949999988079071
1461442312.235411,1133,0.949999988079071
1461442315.684661,1136,0.9599999785423279
1461442319.602017,1139,0.9599999785423279
1461442322.681325,1141,0.9800000190734863
1461442325.080965,1143,0.9300000071525574
1461442326.441912,1144,0.949999988079071
1461442329.196516,1146,0.9300000071525574
1461442331.61384,1148,0.9399999976158142
1461442335.006987,1151,0.949999988079071
1461442335.998942,1152,0.9399999976158142
1461442337.007058,1153,0.9399999976158142
1461442337.98001,1154,0.9800000190734863
1461442338.940187,1155,0.9599999785423279
1461442339.962909,1156,0.949999988079071
1461442340.990329,1157,0.9300000071525574
1461442342.10657,1158,0.9599999785423279
1461442344.919115,1160,0.9599999785423279
1461442349.900305,1164,0.9800000190734863
1461442351.214965,1165,0.9300000071525574
1461442352.544011,1166,0.9399999976158142
1461442353.849677,1167,0.9300000071525574
1461442355.154114,1168,0.9599999785423279
1461442356.45853,1169,0.9599999785423279
1461442357.733827,1170,0.9300000071525574
1461442359.024448,1171,0.9800000190734863
1461442360.409657,1172,0.949999988079071
1461442361.713646,1173,1.0
1461442364.289291,1175,0.9800000190734863
1461442365.639758,1176,0.9399999976158142
1461442366.935987,1177,0.8999999761581421
1461442372.530909,1181,0.949999988079071
1461442375.098657,1183,0.9700000286102295
1461442376.370996,1184,0.9599999785423279
1461442377.648207,1185,0.9800000190734863
1461442380.217534,1187,0.9700000286102295
1461442384.296458,1190,0.9700000286102295
1461442389.795822,1194,0.9599999785423279
1461442392.391826,1196,0.949999988079071
1461442398.288789,1200,0.9300000071525574
1461442399.630354,1201,0.9599999785423279
1461442400.916764,1202,0.949999988079071
1461442403.510236,1204,0.9100000262260437
1461442404.780402,1205,0.9900000095367432
1461442409.914708,1209,0.949999988079071
1461442411.245098,1210,0.9900000095367432
1461442413.902053,1212,0.9300000071525574
1461442415.203209,1213,0.9399999976158142
1461442417.788272,1215,0.9700000286102295
1461442419.141259,1216,0.949999988079071
1461442424.764657,1220,0.9900000095367432
1461442426.037787,1221,0.949999988079071
1461442427.357411,1222,0.9800000190734863
1461442428.644957,1223,0.9800000190734863
1461442429.889179,1224,0.9399999976158142
1461442432.545913,1226,0.949999988079071
1461442441.527068,1233,0.9599999785423279
1461442446.538119,1237,0.9399999976158142
1461442449.050962,1239,0.9599999785423279
1461442451.848627,1241,0.9100000262260437
1461442453.160699,1242,0.9100000262260437
1461442454.413928,1243,0.9900000095367432
1461442459.459258,1247,0.9300000071525574
1461442460.695159,1248,0.949999988079071
1461442462.007483,1249,0.9200000166893005
1461442463.262208,1250,0.949999988079071
1461442468.440851,1254,0.9700000286102295
1461442469.730991,1255,0.9800000190734863
1461442472.297121,1257,0.949999988079071
1461442473.527603,1258,0.9200000166893005
1461442477.697086,1261,0.9800000190734863
1461442478.971741,1262,0.9599999785423279
1461442481.458036,1264,0.9599999785423279
1461442484.005125,1266,0.949999988079071
1461442485.290222,1267,0.9700000286102295
1461442487.881832,1269,0.949999988079071
1461442491.624128,1272,0.949999988079071
1461442492.874131,1273,0.949999988079071
1461442495.443758,1275,0.9800000190734863
1461442496.710299,1276,0.9700000286102295
1461442500.556271,1279,0.9399999976158142
1461442502.315989,1280,0.949999988079071
1461442503.645412,1281,0.9700000286102295
1461442507.465417,1284,0.949999988079071
1461442508.696669,1285,0.9399999976158142
1461442511.246179,1287,0.9599999785423279
1461442513.086374,1288,0.9599999785423279
1461442525.008509,1296,0.8899999856948853
1461442532.080205,1301,0.9800000190734863
1461442533.343466,1302,0.9800000190734863
1461442536.104196,1304,0.949999988079071
1461442540.026288,1307,0.9700000286102295
1461442542.586504,1309,0.9700000286102295
1461442543.826508,1310,0.9200000166893005
1461442546.339901,1312,0.9700000286102295
1461442547.5716,1313,0.949999988079071
1461442548.854595,1314,0.9700000286102295
1461442551.431343,1316,0.9300000071525574
1461442552.659879,1317,0.9900000095367432
1461442558.958961,1321,0.9599999785423279
1461442560.347859,1322,0.9599999785423279
1461442562.241243,1323,0.9700000286102295
1461442565.506549,1325,0.9900000095367432
1461442568.472614,1327,0.9800000190734863
1461442569.644763,1328,0.9300000071525574
1461442573.341925,1331,0.949999988079071
1461442574.807851,1332,0.9800000190734863
1461442578.896766,1335,0.9300000071525574
1461442579.973873,1336,0.9399999976158142
1461442580.992094,1337,0.9399999976158142
1461442582.999724,1339,0.8999999761581421
1461442586.222832,1342,0.8999999761581421
1461442588.140651,1344,0.9700000286102295
1461442591.915619,1348,0.9700000286102295
1461442592.846527,1349,0.9599999785423279
1461442594.730261,1351,0.9200000166893005
1461442596.582695,1353,0.9599999785423279
1461442597.547673,1354,0.9300000071525574
1461442602.276992,1359,0.9700000286102295
1461442607.370487,1364,0.9399999976158142
1461442608.348172,1365,0.9700000286102295
1461442610.22427,1367,0.9700000286102295
1461442611.129131,1368,0.9599999785423279
1461442612.990328,1370,0.9700000286102295
1461442615.851908,1373,0.9300000071525574
1461442617.718733,1375,0.9700000286102295
1461442618.683206,1376,0.9300000071525574
1461442622.815654,1380,0.949999988079071
1461442624.739257,1382,0.9599999785423279
1461442626.592701,1384,0.9399999976158142
1461442632.3339,1390,0.9300000071525574
1461442634.239115,1392,0.949999988079071
1461442636.150305,1394,0.9399999976158142
1461442643.033586,1401,0.9599999785423279
1461442643.96003,1402,0.9399999976158142
1461442644.903687,1403,0.9200000166893005
1461442645.833906,1404,0.9900000095367432
1461442649.64185,1408,0.8999999761581421
1461442650.573012,1409,0.9399999976158142
1461442653.365086,1412,0.949999988079071
1461442654.31886,1413,0.9599999785423279
1461442655.250128,1414,0.9399999976158142
1461442657.149044,1416,0.9399999976158142
1461442658.082931,1417,0.9800000190734863
1461442659.04633,1418,0.9599999785423279
1461442660.029208,1419,0.9800000190734863
1461442663.158818,1422,0.9399999976158142
1461442664.079319,1423,0.949999988079071
1461442665.989867,1425,0.9800000190734863
1461442666.970795,1426,0.9700000286102295
1461442668.886402,1428,0.949999988079071
1461442669.828778,1429,0.9700000286102295
1461442672.644439,1432,0.9300000071525574
1461442674.534491,1434,0.9700000286102295
1461442675.474486,1435,0.9900000095367432
1461442679.274033,1439,0.9900000095367432
1461442682.450625,1442,0.949999988079071
1461442683.384221,1443,0.9700000286102295
1461442684.352727,1444,0.9599999785423279
1461442686.242369,1446,0.9599999785423279
1461442687.187942,1447,0.9599999785423279
1461442693.828657,1454,1.0
1461442697.578832,1458,0.9800000190734863
1461442699.792924,1460,0.9900000095367432
1461442701.685921,1462,0.9300000071525574
1461442703.611887,1464,0.9200000166893005
1461442704.552877,1465,0.9399999976158142
1461442706.49691,1467,0.9900000095367432
1461442709.303329,1470,0.9599999785423279
1461442710.21996,1471,0.9700000286102295
1461442711.159206,1472,0.9700000286102295
1461442712.074769,1473,0.9800000190734863
1461442716.800972,1478,0.9700000286102295
1461442717.762934,1479,0.9800000190734863
1461442719.058324,1480,0.9800000190734863
